name,pctwhite,pctblack,pctapi,pctaian,pcthispanic
,95.16,0,0,0,4.84
,87.1,(S),(S),0,5.65
,93.55,(S),(S),0,4.84
,83.06,(S),(S),0,7.26
,100,0,0,0,0
,95.16,(S),0,0,(S)
,95.16,(S),0,(S),0
,100,0,0,0,0
,98.39,0,(S),(S),0
,16.13,70.16,(S),0,(S)
,30.65,61.29,0,(S),4.03
,100,0,0,0,0
,(S),97.58,0,0,(S)
,58.87,29.03,(S),0,8.06
,97.58,(S),(S),0,(S)
,99.19,(S),0,0,(S)
,25,66.13,(S),0,5.65
,96.77,(S),0,0,(S)
,99.19,0,0,0,(S)
,87.9,7.26,0,0,(S)
,89.52,0,(S),0,(S)
,91.94,0,0,0,8.06
,99.19,0,0,0,(S)
,97.58,0,(S),0,(S)
,(S),78.23,(S),(S),11.29
,95.97,(S),0,0,(S)
,88.71,0,0,4.03,0
,87.9,(S),5.65,0,4.03
,0,95.16,0,0,(S)
,92.74,0,(S),(S),(S)
,99.19,0,0,0,(S)
,0,(S),0,93.55,(S)
,(S),(S),74.19,0,12.1
,89.52,0,0,0,10.48
,86.29,(S),0,0,(S)
,91.94,0,(S),0,(S)
,95.16,0,0,0,4.84
,0,0,0,0,100
,85.48,(S),(S),0,8.06
,94.35,(S),(S),0,(S)
,97.58,0,0,0,(S)
,94.35,(S),(S),0,4.84
,95.97,(S),(S),(S),(S)
,99.19,0,0,0,(S)
,95.16,(S),(S),0,(S)
,93.55,4.03,0,(S),0
,95.97,0,(S),0,(S)
,90.32,(S),(S),0,8.87
,99.19,(S),0,0,(S)
,97.58,(S),0,0,0
,88.71,0,(S),0,8.87
,100,0,0,0,0
,99.19,(S),0,0,(S)
,95.16,0,(S),0,(S)
,89.52,0,(S),(S),(S)
,97.58,0,0,0,(S)
,90.32,0,(S),0,(S)
,95.97,0,0,0,4.03
,89.52,0,0,0,4.03
,83.87,(S),(S),0,8.06
,91.13,0,(S),0,5.65
,93.55,0,(S),0,(S)
,96.77,0,(S),0,0
,14.52,(S),0,0,83.87
,50.81,45.97,0,0,(S)
,95.16,0,0,0,4.84
,95.97,0,0,0,4.03
,91.94,(S),(S),0,(S)
,71.77,(S),(S),11.29,7.26
,92.74,(S),(S),0,4.84
,94.35,0,(S),0,4.03
,100,0,0,0,0
,93.55,(S),0,(S),4.03
,82.26,(S),(S),0,16.13
,30.65,(S),0,62.1,(S)
,94.35,0,0,(S),(S)
,95.16,0,0,0,(S)
,90.32,(S),0,0,8.87
,97.58,0,(S),0,0
,99.19,0,(S),0,(S)
,94.35,0,(S),0,(S)
,92.74,0,0,0,7.26
,83.87,0,15.32,0,(S)
,67.74,(S),(S),0,9.68
,89.52,0,0,7.26,(S)
,(S),96.77,0,0,0
,(S),0,95.97,0,0
,100,0,0,0,0
,98.39,0,(S),0,(S)
,0,(S),94.35,0,(S)
,91.94,0,0,0,8.06
,85.48,11.29,(S),0,(S)
,(S),0,95.16,0,0
,98.39,0,(S),0,0
,100,0,0,0,0
,98.39,0,0,0,(S)
,0,0,100,0,0
,92.74,0,(S),0,5.65
,98.39,0,(S),0,0
,12.1,(S),46.77,(S),4.03
,8.87,(S),84.68,(S),0
,91.94,(S),0,0,(S)
,90.32,(S),0,0,6.45
,94.35,(S),(S),0,(S)
,14.52,(S),48.39,0,(S)
,90.32,0,(S),0,6.45
,95.97,(S),0,0,(S)
,4.03,(S),87.9,0,(S)
,98.39,0,(S),0,(S)
,97.58,0,0,0,(S)
,93.55,0,(S),4.84,0
,91.13,(S),0,0,5.65
,88.71,(S),0,(S),4.84
,95.97,0,(S),(S),0
,72.58,17.74,(S),0,4.84
,(S),0,96.77,0,(S)
,94.35,(S),0,0,(S)
,84.68,(S),(S),0,11.29
,92.74,(S),0,0,6.45
,99.19,(S),0,0,(S)
,94.35,0,0,0,(S)
,85.48,0,0,0,10.48
,82.26,(S),(S),0,15.32
,94.35,(S),0,0,4.84
,4.03,(S),(S),0,91.94
,95.97,0,0,0,(S)
,95.16,(S),0,0,(S)
,0,95.97,0,0,4.03
,94.35,(S),(S),0,(S)
,95.97,0,0,0,4.03
,8.06,(S),0,0,91.13
,93.55,(S),0,0,(S)
,94.35,0,0,(S),4.03
,(S),(S),0,0,97.58
,67.74,(S),0,0,31.45
,91.13,0,(S),0,4.03
,(S),98.39,0,0,0
,97.58,0,(S),0,(S)
,90.32,0,(S),0,6.45
,4.84,88.71,(S),0,(S)
,75.81,13.71,(S),0,(S)
,95.97,0,0,(S),(S)
,6.45,83.06,(S),0,6.45
,79.84,0,0,0,15.32
,92.74,(S),(S),(S),4.03
,91.13,(S),(S),0,7.26
,95.97,0,(S),(S),(S)
,5.65,90.32,0,0,0
,92.74,0,0,0,7.26
,64.52,(S),(S),19.35,9.68
,99.19,0,0,0,(S)
,86.29,(S),(S),0,9.68
,93.55,(S),(S),0,(S)
,91.94,(S),(S),0,5.65
,97.58,0,(S),0,(S)
,64.52,29.03,0,0,(S)
,90.32,0,(S),(S),6.45
,91.94,0,0,(S),(S)
,35.48,62.1,0,0,(S)
,99.19,(S),0,0,(S)
,(S),0,91.94,0,(S)
,97.58,(S),(S),0,0
,(S),(S),69.35,0,27.42
,97.58,0,0,(S),0
,84.68,(S),(S),4.03,4.03
,94.35,(S),0,0,(S)
,68.55,12.9,0,0,12.1
,(S),(S),84.68,0,(S)
,33.87,18.55,29.03,8.87,(S)
,100,0,0,0,0
,95.97,0,(S),(S),0
,0,(S),98.39,0,(S)
,98.39,(S),0,0,(S)
,91.94,(S),0,(S),4.84
,96.77,0,0,0,(S)
,93.55,0,0,(S),(S)
,94.35,(S),0,0,(S)
,93.55,(S),(S),(S),0
,96.77,0,(S),0,(S)
,99.19,(S),0,0,(S)
,70.16,12.9,(S),(S),13.71
,93.55,0,(S),0,4.03
,6.45,(S),92.74,0,(S)
,93.55,4.84,0,(S),(S)
,99.19,0,(S),0,(S)
,9.68,(S),0,0,88.71
,92.74,0,(S),0,(S)
,92.74,0,(S),0,(S)
,94.35,0,(S),0,4.03
,60.48,36.29,(S),0,(S)
,91.13,0,(S),0,7.26
,95.16,0,(S),(S),(S)
,97.58,0,0,0,(S)
,93.55,(S),0,0,4.84
,96.77,(S),0,0,(S)
,93.55,0,0,0,0
,95.16,(S),(S),0,4.03
,(S),0,94.35,0,(S)
,95.16,0,0,(S),(S)
,99.19,(S),0,0,(S)
,92.74,4.03,(S),0,0
,78.23,6.45,(S),0,12.1
,68.55,(S),19.35,0,8.06
,95.16,(S),0,0,(S)
,(S),94.35,(S),0,(S)
,95.16,(S),0,0,(S)
,81.45,(S),(S),0,16.13
,95.97,0,0,0,4.03
,100,0,0,0,0
,100,0,0,0,0
,94.35,(S),0,0,(S)
,97.58,0,(S),0,0
,95.97,0,0,0,4.03
,89.52,(S),(S),0,4.84
,87.9,6.45,(S),0,(S)
,95.97,(S),0,0,0
,88.71,0,0,0,0
,100,0,0,0,0
,94.35,(S),(S),0,(S)
,96.77,(S),0,0,(S)
,87.9,(S),(S),(S),(S)
,(S),16.94,(S),(S),77.42
,95.16,(S),(S),0,(S)
,96.77,0,0,0,(S)
,92.74,(S),(S),0,5.65
,94.35,0,(S),0,(S)
,94.35,(S),(S),(S),(S)
,95.97,0,(S),0,(S)
,97.58,0,(S),0,(S)
,(S),0,95.16,0,(S)
,98.39,0,0,0,(S)
,94.35,0,(S),0,(S)
,4.84,(S),85.48,0,(S)
,97.58,(S),0,0,0
,84.68,8.87,(S),0,4.03
,(S),(S),0,0,96.77
,98.39,(S),0,0,0
,98.39,(S),(S),0,0
,97.58,(S),0,0,0
,98.39,(S),0,0,(S)
,98.39,0,(S),0,0
,96.77,0,(S),(S),(S)
,95.16,0,(S),(S),0
,96.77,0,(S),0,(S)
,93.55,0,(S),0,(S)
,96.77,0,(S),0,(S)
,(S),78.23,(S),0,4.03
,9.68,(S),75,(S),7.26
,95.16,(S),0,0,(S)
,95.97,(S),0,0,0
,97.58,0,(S),0,(S)
,95.97,0,(S),0,0
,74.19,13.71,(S),(S),(S)
,94.35,(S),0,0,(S)
,93.55,(S),0,0,(S)
,94.35,0,(S),(S),0
,79.03,(S),12.1,(S),6.45
,95.97,0,(S),0,(S)
,89.52,(S),0,0,8.06
,92.74,0,(S),0,4.03
,81.45,(S),4.03,0,(S)
,95.97,(S),(S),0,0
,95.97,(S),(S),0,(S)
,100,0,0,0,0
,95.16,0,0,0,4.84
,(S),(S),95.16,(S),(S)
,97.58,0,(S),0,(S)
,97.58,(S),0,0,(S)
,86.29,10.48,0,0,(S)
,90.32,0,5.65,0,(S)
,(S),(S),54.03,0,30.65
,99.19,(S),0,0,(S)
,96.77,0,0,0,(S)
,20.97,0,0,0,79.03
,96.77,(S),0,0,(S)
,(S),(S),0,0,98.39
,75.81,(S),(S),0,17.74
,90.32,0,(S),0,(S)
,99.19,(S),0,0,(S)
,98.39,0,0,0,(S)
,85.48,0,(S),0,8.06
,86.29,4.03,(S),(S),7.26
,91.94,(S),0,0,7.26
,95.97,(S),0,0,0
,95.16,(S),0,0,4.03
,94.35,0,0,0,5.65
,95.16,0,(S),0,(S)
,93.55,0,0,4.84,(S)
,52.42,7.26,(S),(S),33.06
,99.19,(S),0,0,(S)
,98.39,(S),0,(S),0
,94.35,(S),0,(S),4.84
,92.74,(S),0,(S),0
,93.55,(S),(S),0,5.65
,62.9,27.42,0,(S),(S)
,90.32,7.26,(S),0,(S)
,95.16,(S),0,0,(S)
,93.55,(S),(S),0,(S)
,14.52,0,31.45,0,54.03
,95.97,(S),0,0,0
,79.84,(S),(S),0,17.74
,100,0,0,0,0
,87.9,(S),0,0,10.48
,86.29,(S),0,0,11.29
,94.35,(S),(S),0,0
,94.35,0,(S),0,(S)
,98.39,0,(S),0,(S)
,8.87,45.16,39.52,(S),(S)
,87.1,(S),0,0,10.48
,95.97,(S),(S),(S),0
,98.39,0,0,(S),(S)
,96.77,(S),0,(S),(S)
,95.16,0,(S),0,(S)
,6.45,(S),0,(S),92.74
,93.55,(S),(S),0,(S)
,87.9,(S),0,(S),4.03
,(S),0,92.74,0,(S)
,93.55,(S),0,(S),4.03
,98.39,0,0,0,(S)
,93.55,0,(S),0,(S)
,96.77,0,0,0,(S)
,96.77,(S),0,0,(S)
,95.97,(S),0,0,(S)
,95.16,0,(S),(S),(S)
,95.97,0,(S),0,(S)
,96.77,0,0,0,(S)
,70.16,(S),(S),0,29.03
,8.06,(S),70.97,0,18.55
,93.55,(S),0,(S),4.03
,70.16,11.29,(S),0,16.94
,90.32,(S),0,(S),5.65
,93.55,0,0,0,6.45
,88.71,4.03,(S),0,(S)
,22.58,(S),50.81,0,23.39
,94.35,(S),0,0,(S)
,(S),(S),0,0,95.97
,97.58,0,0,0,(S)
,95.16,0,(S),0,(S)
,93.55,(S),0,(S),4.03
,98.39,0,0,0,(S)
,99.19,(S),0,0,(S)
,95.97,0,0,0,4.03
,100,0,0,0,0
,8.87,(S),66.94,0,21.77
,99.19,0,0,0,(S)
,100,0,0,0,0
,88.71,4.03,(S),0,6.45
,(S),(S),0,0,97.58
,91.94,(S),0,(S),(S)
,19.35,0,36.29,0,44.35
,50.81,43.55,(S),(S),(S)
,97.58,(S),0,0,0
,(S),(S),0,0,96.77
,94.35,0,(S),0,(S)
,84.68,8.06,(S),(S),(S)
,0,(S),(S),0,99.19
,96.77,0,(S),0,0
,99.19,(S),0,0,(S)
,95.97,0,0,0,(S)
,97.58,0,0,0,(S)
,98.39,(S),0,0,(S)
,94.35,0,(S),0,(S)
,96.77,0,0,(S),(S)
,94.35,0,0,0,5.65
,54.03,5.65,12.9,0,27.42
,95.97,0,(S),0,0
,16.94,68.55,0,0,8.87
,92.74,(S),0,(S),0
,16.94,79.03,0,0,(S)
,92.74,(S),(S),0,4.03
,94.35,(S),(S),0,4.84
,97.58,(S),0,0,(S)
,45.97,(S),0,47.58,(S)
,95.97,0,(S),(S),0
,95.97,(S),(S),0,(S)
,98.39,(S),0,0,(S)
,96.77,0,(S),0,0
,95.97,0,0,0,4.03
,96.77,(S),0,0,(S)
,96.77,(S),0,0,(S)
,(S),88.71,5.65,0,0
,(S),0,97.58,0,0
,97.58,0,0,(S),(S)
,94.35,0,(S),(S),(S)
,97.58,(S),0,0,(S)
,95.97,0,0,(S),0
,95.97,(S),0,0,(S)
,97.58,(S),(S),0,0
,99.19,(S),0,0,(S)
,86.29,0,(S),(S),(S)
,92.74,(S),(S),0,6.45
,95.97,0,0,0,(S)
,100,0,0,0,0
,77.42,(S),14.52,0,6.45
,16.94,(S),7.26,(S),68.55
,96.77,0,0,(S),(S)
,96.77,0,0,(S),(S)
,72.58,9.68,11.29,(S),5.65
,100,0,0,0,0
,91.94,(S),0,0,(S)
,91.94,(S),0,0,(S)
,94.35,0,0,(S),0
,94.35,0,(S),0,(S)
,99.19,(S),0,0,(S)
,94.35,(S),0,0,(S)
,96.77,(S),0,(S),(S)
,4.03,90.32,(S),0,(S)
,91.13,(S),4.03,0,(S)
,19.35,4.03,70.16,(S),4.84
,100,0,0,0,0
,73.39,22.58,(S),0,(S)
,98.39,(S),0,0,(S)
,75,17.74,(S),0,(S)
,93.55,0,0,0,6.45
,99.19,0,0,0,(S)
,93.55,0,(S),4.84,(S)
,96.77,(S),(S),0,(S)
,95.16,(S),(S),0,(S)
,59.68,(S),26.61,(S),5.65
,87.9,(S),(S),0,0
,95.97,(S),0,0,(S)
,84.68,0,(S),(S),10.48
,99.19,0,(S),0,(S)
,81.45,(S),(S),(S),7.26
,94.35,0,(S),0,4.03
,96.77,0,(S),0,(S)
,95.97,(S),(S),(S),(S)
,100,0,0,0,0
,95.16,0,0,0,(S)
,98.39,(S),0,0,(S)
,97.56,0,0,0,(S)
,89.43,(S),0,0,6.5
,100,0,0,0,0
,97.56,0,0,(S),(S)
,(S),0,96.75,0,(S)
,94.31,0,(S),0,(S)
,95.12,0,0,0,(S)
,91.06,0,0,0,8.94
,98.37,(S),0,0,(S)
,43.9,38.21,9.76,(S),4.88
,89.43,(S),0,0,7.32
,98.37,(S),0,0,(S)
,98.37,(S),0,0,(S)
,7.32,(S),(S),0,91.06
,90.24,4.88,(S),0,(S)
,62.6,19.51,(S),(S),12.2
,54.47,42.28,(S),0,(S)
,99.19,(S),0,0,(S)
,91.06,(S),(S),(S),(S)
,89.43,(S),(S),(S),5.69
,8.13,73.17,(S),9.76,5.69
,96.75,(S),0,0,0
,88.62,0,(S),5.69,(S)
,78.86,16.26,(S),0,(S)
,95.93,0,(S),0,(S)
,(S),94.31,(S),0,(S)
,84.55,4.88,(S),0,8.13
,96.75,(S),0,0,0
,96.75,0,0,(S),(S)
,96.75,0,0,0,(S)
,87.8,0,4.88,(S),(S)
,76.42,(S),(S),0,0
,94.31,0,(S),0,(S)
,95.93,0,(S),0,(S)
,26.83,59.35,(S),0,(S)
,73.17,21.95,(S),0,(S)
,16.26,75.61,0,(S),(S)
,89.43,(S),(S),0,4.07
,97.56,0,(S),0,0
,98.37,(S),0,0,(S)
,8.13,6.5,(S),0,82.93
,91.87,0,(S),0,5.69
,87.8,0,(S),0,7.32
,99.19,(S),0,0,(S)
,21.95,75.61,0,0,(S)
,95.93,0,(S),(S),0
,91.06,(S),0,0,4.07
,92.68,(S),0,0,4.88
,85.37,0,(S),0,12.2
,93.5,0,(S),0,(S)
,(S),(S),(S),0,96.75
,87.8,0,(S),(S),8.94
,21.95,(S),72.36,0,(S)
,91.06,(S),0,(S),4.07
,34.96,63.41,(S),0,(S)
,73.17,21.14,(S),0,(S)
,85.37,(S),0,0,13.01
,63.41,22.76,4.07,(S),7.32
,90.24,0,7.32,0,(S)
,93.5,(S),0,5.69,(S)
,40.65,56.91,(S),(S),(S)
,84.55,(S),(S),0,8.94
,98.37,(S),0,0,0
,(S),97.56,0,0,0
,4.88,0,(S),0,89.43
,89.43,(S),(S),0,7.32
,16.26,(S),28.46,0,54.47
,93.5,0,0,0,6.5
,5.69,84.55,(S),(S),4.88
,(S),47.15,(S),0,50.41
,78.05,0,(S),8.13,7.32
,81.3,(S),5.69,(S),4.07
,99.19,0,0,0,(S)
,93.5,(S),(S),0,4.07
,27.64,(S),(S),0,70.73
,67.48,19.51,4.07,(S),(S)
,(S),(S),0,0,96.75
,17.07,(S),(S),8.94,60.98
,98.37,(S),0,0,(S)
,95.12,0,(S),0,(S)
,92.68,4.07,(S),(S),(S)
,8.13,(S),(S),0,91.06
,92.68,(S),(S),0,(S)
,54.47,4.88,0,0,40.65
,31.71,55.28,0,0,4.07
,99.19,0,0,0,(S)
,(S),89.43,0,0,(S)
,96.75,(S),0,0,(S)
,87.8,5.69,(S),0,4.07
,92.68,0,(S),0,4.07
,99.19,0,(S),0,(S)
,8.94,4.88,(S),0,85.37
,97.56,(S),0,(S),(S)
,94.31,(S),(S),0,4.88
,99.19,(S),0,0,(S)
,95.93,0,(S),0,(S)
,86.18,(S),0,(S),6.5
,78.86,(S),0,0,18.7
,(S),(S),0,0,95.93
,89.43,0,(S),0,(S)
,52.03,43.09,(S),(S),(S)
,91.87,0,(S),0,6.5
,98.37,0,(S),0,(S)
,99.19,0,0,0,(S)
,91.87,(S),(S),0,4.07
,92.68,(S),0,0,5.69
,75.61,13.01,(S),(S),8.13
,73.98,5.69,4.07,0,11.38
,38.21,0,30.08,0,27.64
,96.75,(S),0,0,(S)
,97.56,0,0,(S),(S)
,97.56,0,(S),0,(S)
,88.62,(S),0,(S),4.07
,21.14,71.54,(S),0,4.88
,99.19,(S),0,0,(S)
,4.07,0,91.87,0,(S)
,100,0,0,0,0
,98.37,0,0,0,(S)
,87.8,6.5,(S),(S),(S)
,92.68,0,(S),(S),4.07
,96.75,(S),0,0,(S)
,96.75,(S),0,0,(S)
,95.93,0,0,(S),0
,4.07,0,0,0,95.93
,84.55,(S),(S),0,9.76
,89.43,0,(S),0,(S)
,4.88,(S),77.24,0,16.26
,7.32,(S),0,(S),86.99
,71.54,13.82,(S),(S),8.94
,98.37,0,0,0,(S)
,10.57,0,0,0,89.43
,78.86,(S),(S),0,11.38
,57.72,28.46,(S),(S),11.38
,95.12,0,(S),(S),(S)
,90.24,(S),(S),0,8.94
,97.56,(S),(S),0,(S)
,95.93,0,(S),0,(S)
,95.12,0,0,(S),(S)
,95.93,0,0,0,4.07
,94.31,4.07,0,0,(S)
,95.12,0,(S),0,(S)
,(S),(S),0,0,96.75
,92.68,0,(S),(S),(S)
,89.43,7.32,0,(S),(S)
,100,0,0,0,0
,12.2,(S),21.14,(S),65.04
,67.48,26.02,(S),0,(S)
,14.63,(S),(S),0,83.74
,95.93,0,0,0,(S)
,97.56,(S),0,0,0
,95.12,0,(S),0,(S)
,100,0,0,0,0
,94.31,(S),0,0,4.07
,(S),(S),0,0,97.56
,7.32,(S),88.62,0,0
,95.12,(S),0,(S),0
,69.92,23.58,(S),0,4.07
,9.76,(S),86.99,0,0
,(S),78.86,(S),(S),8.94
,98.37,0,0,0,(S)
,92.68,0,4.07,0,(S)
,92.68,(S),(S),0,5.69
,99.19,0,0,0,(S)
,95.93,0,0,(S),(S)
,93.5,0,(S),(S),(S)
,33.33,(S),56.91,(S),(S)
,74.8,(S),17.89,0,4.07
,89.43,(S),0,4.88,4.88
,7.32,0,0,0,92.68
,94.31,(S),0,(S),4.07
,76.42,0,(S),0,20.33
,97.56,(S),0,0,(S)
,39.84,56.91,0,(S),0
,(S),(S),72.36,0,4.07
,5.69,(S),(S),0,93.5
,(S),(S),0,0,97.56
,0,(S),(S),0,99.19
,98.37,0,(S),0,0
,91.87,0,0,(S),5.69
,95.12,0,(S),0,(S)
,44.72,13.82,32.52,(S),(S)
,90.24,(S),(S),0,8.13
,82.93,0,(S),0,(S)
,96.75,0,(S),0,(S)
,95.93,(S),(S),0,(S)
,94.31,0,(S),(S),(S)
,94.31,(S),0,0,(S)
,(S),(S),0,0,95.93
,94.31,(S),(S),0,0
,97.56,(S),0,0,(S)
,(S),94.31,0,0,(S)
,92.68,0,(S),0,(S)
,91.87,(S),(S),0,6.5
,98.37,0,0,(S),(S)
,(S),(S),0,0,97.56
,74.8,24.39,(S),0,(S)
,94.31,0,0,(S),(S)
,95.12,0,(S),0,(S)
,97.56,0,(S),(S),0
,100,0,0,0,0
,87.8,(S),0,(S),(S)
,92.68,(S),0,4.07,0
,99.19,0,0,0,(S)
,97.56,0,0,0,(S)
,13.01,(S),53.66,0,30.08
,97.56,0,(S),0,(S)
,95.12,(S),0,0,4.07
,100,0,0,0,0
,92.68,(S),0,0,4.07
,98.37,0,0,0,(S)
,95.12,0,0,(S),(S)
,88.62,(S),0,(S),6.5
,(S),(S),0,0,98.37
,93.5,(S),(S),0,5.69
,81.3,0,4.07,0,8.13
,99.19,0,0,0,(S)
,(S),(S),0,0,97.56
,95.93,(S),0,0,(S)
,94.31,(S),0,(S),0
,84.55,13.01,0,(S),(S)
,98.37,(S),0,0,0
,95.12,(S),0,0,0
,14.63,74.8,(S),(S),4.88
,95.93,0,(S),0,(S)
,88.62,(S),(S),0,(S)
,93.5,(S),0,0,4.88
,83.74,0,0,0,16.26
,98.37,0,(S),0,(S)
,99.19,(S),0,0,(S)
,99.19,(S),0,0,(S)
,94.31,0,(S),(S),(S)
,93.5,(S),(S),0,4.88
,91.87,(S),(S),0,7.32
,99.19,0,(S),0,(S)
,97.56,(S),0,0,(S)
,92.68,(S),(S),0,6.5
,97.56,0,(S),0,(S)
,98.37,0,0,0,(S)
,9.76,(S),68.29,(S),9.76
,91.06,(S),(S),0,6.5
,12.2,(S),78.86,0,(S)
,99.19,(S),0,0,(S)
,90.24,5.69,(S),0,(S)
,88.62,8.13,0,(S),(S)
,89.43,(S),(S),0,(S)
,96.75,(S),0,0,(S)
,96.75,(S),0,0,(S)
,4.07,9.76,78.86,(S),(S)
,92.68,(S),0,0,4.88
,97.56,0,0,0,(S)
,99.19,0,0,0,(S)
,97.56,0,0,0,(S)
,95.93,0,0,0,4.07
,65.04,15.45,14.63,(S),(S)
,40.65,55.28,0,(S),(S)
,95.12,0,0,(S),(S)
,10.57,87.8,0,0,(S)
,82.93,11.38,0,(S),(S)
,81.3,14.63,(S),(S),(S)
,95.93,0,0,0,4.07
,97.56,(S),0,0,(S)
,61.79,20.33,0,(S),16.26
,94.31,(S),0,(S),4.88
,97.56,0,0,0,(S)
,93.5,(S),(S),0,5.69
,88.62,0,(S),(S),8.13
,4.07,0,94.31,(S),0
,(S),0,96.75,0,(S)
,93.5,0,0,0,6.5
,(S),0,0,95.93,(S)
,78.05,(S),6.5,0,(S)
,92.68,(S),(S),0,6.5
,98.37,(S),0,0,(S)
,100,0,0,0,0
,12.2,(S),84.55,0,0
,4.07,(S),89.43,0,(S)
,91.06,(S),0,(S),4.07
,48.78,0,0,0,51.22
,85.37,(S),(S),0,12.2
,37.4,0,56.91,(S),(S)
,87.8,(S),(S),(S),4.88
,100,0,0,0,0
,65.85,24.39,(S),0,5.69
,95.12,0,(S),0,(S)
,(S),(S),0,0,98.37
,97.56,0,(S),0,0
,38.21,0,48.78,0,8.94
,(S),0,91.87,0,4.07
,(S),(S),0,0,97.56
,23.58,60.16,(S),(S),(S)
,94.31,0,(S),0,4.07
,95.12,0,0,0,4.88
,88.62,(S),(S),0,4.07
,96.75,(S),0,0,0
,92.68,(S),0,(S),6.5
,8.13,(S),(S),(S),86.18
,99.19,(S),0,0,(S)
,99.19,(S),0,0,(S)
,98.37,(S),0,0,(S)
,94.31,(S),(S),0,4.88
,84.55,0,0,4.07,5.69
,75.61,20.33,(S),0,0
,96.75,0,0,0,(S)
,100,0,0,0,0
,(S),(S),0,0,97.56
,96.75,(S),0,0,(S)
,100,0,0,0,0
,96.75,0,(S),0,(S)
,47.97,(S),4.07,0,45.53
,97.56,(S),0,0,(S)
,92.68,0,(S),0,(S)
,95.93,0,(S),(S),(S)
,97.56,0,(S),0,0
,86.18,(S),(S),0,4.88
,4.88,(S),0,86.18,6.5
,89.43,0,(S),0,6.5
,95.12,(S),0,0,(S)
,96.75,0,0,0,(S)
,95.93,0,0,0,(S)
,95.93,0,0,4.07,0
,99.19,(S),0,0,(S)
,98.37,0,0,0,(S)
,98.37,(S),0,0,(S)
,30.89,0,(S),0,67.48
,95.93,0,0,0,(S)
,(S),(S),0,0,97.56
,95.93,0,(S),0,(S)
,(S),96.75,0,0,0
,98.37,(S),0,0,(S)
,(S),94.31,(S),(S),(S)
,91.87,(S),(S),(S),(S)
,95.12,(S),0,0,0
,4.88,(S),73.98,0,18.7
,98.37,(S),0,0,(S)
,(S),92.68,0,(S),0
,96.75,(S),0,0,(S)
,67.48,0,15.45,0,5.69
,100,0,0,0,0
,90.24,(S),8.94,0,(S)
,98.37,0,(S),0,0
,90.24,0,(S),0,5.69
,54.47,40.65,0,0,(S)
,99.19,0,0,0,(S)
,95.12,0,0,0,(S)
,96.75,0,(S),0,0
,97.56,(S),0,0,(S)
,99.19,(S),0,0,(S)
,95.12,(S),(S),0,(S)
,99.19,0,(S),0,(S)
,95.93,0,0,0,4.07
,96.75,0,(S),(S),0
,(S),(S),0,0,96.75
,95.93,0,(S),0,0
,80.49,13.82,(S),(S),(S)
,95.12,0,(S),0,0
,9.76,(S),84.55,0,(S)
,92.68,0,(S),0,4.07
,42.28,(S),0,42.28,(S)
,(S),16.26,78.05,0,(S)
,95.12,0,(S),(S),0
,98.37,0,0,(S),0
,88.62,4.07,(S),(S),4.07
,(S),0,97.56,0,0
,88.62,(S),(S),0,4.88
,92.68,(S),(S),0,6.5
,(S),0,97.56,0,(S)
,88.62,0,(S),0,(S)
,95.93,0,(S),0,(S)
,57.72,(S),0,0,36.59
,91.87,(S),(S),(S),4.07
,74.8,16.26,(S),(S),4.07
,90.24,(S),0,(S),0
,70.73,(S),0,0,28.46
,93.5,(S),(S),0,(S)
,94.31,0,(S),0,(S)
,89.43,(S),5.69,0,(S)
,97.56,(S),0,0,(S)
,17.07,77.24,(S),0,4.07
,96.75,0,0,0,(S)
,91.87,0,(S),0,4.88
,93.5,0,(S),0,4.88
,98.37,0,(S),0,(S)
,96.75,0,(S),0,(S)
,91.06,(S),0,0,8.13
,95.93,0,0,0,4.07
,93.5,0,0,0,6.5
,99.19,0,0,0,(S)
,92.68,(S),(S),0,6.5
,94.31,0,(S),0,(S)
,91.06,0,(S),0,6.5
,95.93,0,(S),(S),(S)
,95.93,0,0,0,(S)
,86.99,0,(S),(S),9.76
,89.43,(S),(S),0,9.76
,94.31,0,(S),0,(S)
,98.37,0,(S),0,(S)
,98.37,(S),0,0,(S)
,96.75,0,0,0,(S)
,99.19,0,0,0,(S)
,35.77,25.2,21.14,(S),17.07
,93.5,0,(S),0,(S)
,79.67,0,0,0,20.33
,96.75,0,0,0,(S)
,100,0,0,0,0
,80.49,(S),0,4.07,13.82
,97.56,(S),0,0,(S)
,86.99,(S),8.13,0,(S)
,99.19,0,(S),0,(S)
,(S),0,89.43,(S),0
,4.88,0,0,0,95.12
,11.38,0,0,0,88.62
,95.93,(S),0,0,(S)
,89.43,(S),0,0,(S)
,91.06,(S),0,(S),5.69
,21.95,(S),45.53,(S),14.63
,100,0,0,0,0
,(S),0,99.19,0,(S)
,99.19,(S),0,0,(S)
,34.15,(S),24.39,(S),35.77
,85.37,(S),(S),0,13.01
,86.99,8.94,(S),0,(S)
,99.19,0,(S),0,(S)
,0,0,100,0,0
,93.5,0,(S),(S),(S)
,33.33,(S),(S),49.59,5.69
,98.37,(S),0,0,(S)
,(S),(S),89.43,0,0
,95.12,(S),0,(S),4.07
,5.69,0,0,0,94.31
,93.5,(S),(S),0,(S)
,91.87,0,(S),0,5.69
,87.8,0,(S),0,8.94
,92.68,(S),(S),0,(S)
,94.31,0,(S),0,(S)
,4.88,0,0,0,95.12
,91.87,(S),(S),0,(S)
